# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=sequential
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
2097152,262144,sequential,0,5.6050
2097152,262144,sequential,1,5.6050
2097152,262144,sequential,2,5.7290
2097152,262144,sequential,3,5.5890
2097152,262144,sequential,4,5.5970
2097152,262144,sequential,5,5.5910
2097152,262144,sequential,6,5.6730
2097152,262144,sequential,7,5.6050
2097152,262144,sequential,8,5.6030
2097152,262144,sequential,9,5.5790
2097152,262144,sequential,10,5.5970
2097152,262144,sequential,11,5.5860
2097152,262144,sequential,12,5.5980
2097152,262144,sequential,13,6.0040
2097152,262144,sequential,14,5.5860
2097152,262144,sequential,15,5.6010
2097152,262144,sequential,16,5.6470
2097152,262144,sequential,17,5.5880
2097152,262144,sequential,18,5.5800
2097152,262144,sequential,19,5.7200
2097152,262144,sequential,20,5.6050
2097152,262144,sequential,21,5.5720
2097152,262144,sequential,22,5.5880
2097152,262144,sequential,23,5.5990
2097152,262144,sequential,24,5.6090
2097152,262144,sequential,25,5.5690
2097152,262144,sequential,26,5.5780
2097152,262144,sequential,27,5.6150
2097152,262144,sequential,28,5.5710
2097152,262144,sequential,29,5.5850
2097152,262144,sequential,30,5.6210
2097152,262144,sequential,31,5.5860
2097152,262144,sequential,32,5.5660
2097152,262144,sequential,33,5.5850
2097152,262144,sequential,34,5.5970
2097152,262144,sequential,35,5.5970
2097152,262144,sequential,36,5.6020
2097152,262144,sequential,37,5.5850
2097152,262144,sequential,38,5.5930
2097152,262144,sequential,39,5.6130
2097152,262144,sequential,40,5.6050
2097152,262144,sequential,41,5.5850
2097152,262144,sequential,42,5.5570
2097152,262144,sequential,43,5.6050
2097152,262144,sequential,44,5.5930
2097152,262144,sequential,45,5.5920
2097152,262144,sequential,46,5.5790
2097152,262144,sequential,47,5.5750
2097152,262144,sequential,48,5.5770
2097152,262144,sequential,49,5.5710
2097152,262144,sequential,50,5.6070
2097152,262144,sequential,51,5.5880
2097152,262144,sequential,52,5.5910
2097152,262144,sequential,53,5.5970
2097152,262144,sequential,54,5.6010
2097152,262144,sequential,55,5.6190
2097152,262144,sequential,56,5.6070
2097152,262144,sequential,57,5.6460
2097152,262144,sequential,58,5.5850
2097152,262144,sequential,59,5.5870
2097152,262144,sequential,60,5.5990
2097152,262144,sequential,61,5.5940
2097152,262144,sequential,62,5.5790
2097152,262144,sequential,63,5.5730
2097152,262144,sequential,64,5.5220
2097152,262144,sequential,65,5.5640
2097152,262144,sequential,66,5.5910
2097152,262144,sequential,67,5.5810
2097152,262144,sequential,68,5.5830
2097152,262144,sequential,69,5.5910
2097152,262144,sequential,70,5.5740
2097152,262144,sequential,71,5.6510
