# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=sequential
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
2097152,262144,sequential,0,5.7740
2097152,262144,sequential,1,5.7040
2097152,262144,sequential,2,5.7000
2097152,262144,sequential,3,5.7120
2097152,262144,sequential,4,5.7280
2097152,262144,sequential,5,5.7130
2097152,262144,sequential,6,5.7280
2097152,262144,sequential,7,5.7140
2097152,262144,sequential,8,5.7180
2097152,262144,sequential,9,5.7110
2097152,262144,sequential,10,5.7140
2097152,262144,sequential,11,5.7500
2097152,262144,sequential,12,5.7110
2097152,262144,sequential,13,5.7010
2097152,262144,sequential,14,5.7540
2097152,262144,sequential,15,5.6980
2097152,262144,sequential,16,5.7130
2097152,262144,sequential,17,5.7220
2097152,262144,sequential,18,5.7120
2097152,262144,sequential,19,5.7060
2097152,262144,sequential,20,5.7340
2097152,262144,sequential,21,5.6830
2097152,262144,sequential,22,5.6890
2097152,262144,sequential,23,5.7250
2097152,262144,sequential,24,5.7380
2097152,262144,sequential,25,5.7300
2097152,262144,sequential,26,5.7380
2097152,262144,sequential,27,5.7040
2097152,262144,sequential,28,5.7420
2097152,262144,sequential,29,5.7090
2097152,262144,sequential,30,5.7120
2097152,262144,sequential,31,5.6920
2097152,262144,sequential,32,5.7080
2097152,262144,sequential,33,5.7040
2097152,262144,sequential,34,5.6980
2097152,262144,sequential,35,5.7200
2097152,262144,sequential,36,5.7030
2097152,262144,sequential,37,5.7220
2097152,262144,sequential,38,5.7380
2097152,262144,sequential,39,5.7190
2097152,262144,sequential,40,5.7130
2097152,262144,sequential,41,5.7140
2097152,262144,sequential,42,5.7140
2097152,262144,sequential,43,5.6840
2097152,262144,sequential,44,5.7060
2097152,262144,sequential,45,5.7110
2097152,262144,sequential,46,5.6950
2097152,262144,sequential,47,5.7130
2097152,262144,sequential,48,5.7060
2097152,262144,sequential,49,5.7000
2097152,262144,sequential,50,5.7160
2097152,262144,sequential,51,5.7000
2097152,262144,sequential,52,5.7070
2097152,262144,sequential,53,5.7070
2097152,262144,sequential,54,5.7200
2097152,262144,sequential,55,5.7280
2097152,262144,sequential,56,5.7300
2097152,262144,sequential,57,5.7680
2097152,262144,sequential,58,5.7120
2097152,262144,sequential,59,5.7190
2097152,262144,sequential,60,5.7080
2097152,262144,sequential,61,5.6920
2097152,262144,sequential,62,5.6920
2097152,262144,sequential,63,5.6880
2097152,262144,sequential,64,5.6470
2097152,262144,sequential,65,5.6910
