# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
268435456,33554432,random,0,242.8710
268435456,33554432,random,1,242.4460
268435456,33554432,random,2,244.3110
268435456,33554432,random,3,243.8530
268435456,33554432,random,4,242.2990
268435456,33554432,random,5,248.2300
268435456,33554432,random,6,244.3230
268435456,33554432,random,7,242.0390
268435456,33554432,random,8,242.4540
268435456,33554432,random,9,243.8490
268435456,33554432,random,10,242.4250
268435456,33554432,random,11,243.9840
268435456,33554432,random,12,240.9370
268435456,33554432,random,13,241.0140
268435456,33554432,random,14,246.7280
268435456,33554432,random,15,242.5260
268435456,33554432,random,16,244.6490
268435456,33554432,random,17,243.9050
268435456,33554432,random,18,251.9740
268435456,33554432,random,19,243.0810
268435456,33554432,random,20,237.2160
268435456,33554432,random,21,241.6010
268435456,33554432,random,22,242.9290
268435456,33554432,random,23,240.8240
268435456,33554432,random,24,241.9820
268435456,33554432,random,25,241.7720
268435456,33554432,random,26,243.0860
268435456,33554432,random,27,242.8710
268435456,33554432,random,28,241.4580
268435456,33554432,random,29,240.0540
268435456,33554432,random,30,248.4620
268435456,33554432,random,31,244.1570
268435456,33554432,random,32,241.6760
268435456,33554432,random,33,243.1920
268435456,33554432,random,34,242.8590
268435456,33554432,random,35,242.9690
268435456,33554432,random,36,244.6590
268435456,33554432,random,37,242.4940
268435456,33554432,random,38,243.8990
268435456,33554432,random,39,241.7780
268435456,33554432,random,40,241.2230
268435456,33554432,random,41,241.7500
268435456,33554432,random,42,248.2850
268435456,33554432,random,43,242.9600
268435456,33554432,random,44,241.4050
268435456,33554432,random,45,241.1630
268435456,33554432,random,46,242.2360
268435456,33554432,random,47,243.3610
268435456,33554432,random,48,241.1510
268435456,33554432,random,49,241.4560
268435456,33554432,random,50,238.2910
268435456,33554432,random,51,243.3330
268435456,33554432,random,52,240.3450
268435456,33554432,random,53,243.5520
268435456,33554432,random,54,239.6480
268435456,33554432,random,55,247.6370
268435456,33554432,random,56,244.2660
268435456,33554432,random,57,241.0910
268435456,33554432,random,58,239.7320
268435456,33554432,random,59,241.5500
268435456,33554432,random,60,236.6430
268435456,33554432,random,61,243.7100
268435456,33554432,random,62,242.2580
268435456,33554432,random,63,244.3200
268435456,33554432,random,64,242.0040
268435456,33554432,random,65,243.1690
268435456,33554432,random,66,242.6900
268435456,33554432,random,67,247.0020
268435456,33554432,random,68,243.9760
268435456,33554432,random,69,242.1630
268435456,33554432,random,70,243.2240
268435456,33554432,random,71,244.6860
268435456,33554432,random,72,240.4070
268435456,33554432,random,73,238.8270
268435456,33554432,random,74,244.3450
268435456,33554432,random,75,243.4640
268435456,33554432,random,76,244.9230
268435456,33554432,random,77,243.0230
268435456,33554432,random,78,241.4880
268435456,33554432,random,79,241.9980
268435456,33554432,random,80,248.0690
268435456,33554432,random,81,244.2660
268435456,33554432,random,82,242.3340
268435456,33554432,random,83,242.6090
268435456,33554432,random,84,240.3050
268435456,33554432,random,85,244.1110
268435456,33554432,random,86,240.9460
268435456,33554432,random,87,245.0680
268435456,33554432,random,88,245.1950
268435456,33554432,random,89,239.8630
