# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
67108864,8388608,random,0,213.7270
67108864,8388608,random,1,209.5410
67108864,8388608,random,2,211.8690
67108864,8388608,random,3,210.5940
67108864,8388608,random,4,211.7060
67108864,8388608,random,5,213.1230
67108864,8388608,random,6,214.9650
67108864,8388608,random,7,209.4290
67108864,8388608,random,8,210.6860
67108864,8388608,random,9,210.3840
67108864,8388608,random,10,206.4620
67108864,8388608,random,11,208.5660
67108864,8388608,random,12,209.9600
67108864,8388608,random,13,220.9590
67108864,8388608,random,14,212.6710
67108864,8388608,random,15,209.8080
67108864,8388608,random,16,208.9900
67108864,8388608,random,17,216.5510
67108864,8388608,random,18,207.8810
67108864,8388608,random,19,206.4740
67108864,8388608,random,20,212.0620
67108864,8388608,random,21,214.1160
67108864,8388608,random,22,208.1950
67108864,8388608,random,23,207.4070
67108864,8388608,random,24,208.8280
67108864,8388608,random,25,211.0510
67108864,8388608,random,26,210.1740
67108864,8388608,random,27,212.5280
67108864,8388608,random,28,222.3580
67108864,8388608,random,29,210.8330
67108864,8388608,random,30,210.0730
67108864,8388608,random,31,209.1080
67108864,8388608,random,32,211.9470
67108864,8388608,random,33,210.0510
67108864,8388608,random,34,209.9410
67108864,8388608,random,35,213.6430
67108864,8388608,random,36,206.8210
67108864,8388608,random,37,210.9020
67108864,8388608,random,38,209.4610
67108864,8388608,random,39,207.4190
67108864,8388608,random,40,210.5510
67108864,8388608,random,41,210.9480
67108864,8388608,random,42,212.7800
67108864,8388608,random,43,218.6000
67108864,8388608,random,44,208.3380
67108864,8388608,random,45,214.3490
67108864,8388608,random,46,208.2300
67108864,8388608,random,47,207.4680
67108864,8388608,random,48,209.7950
67108864,8388608,random,49,209.5800
67108864,8388608,random,50,209.7090
67108864,8388608,random,51,210.8580
67108864,8388608,random,52,209.2980
67108864,8388608,random,53,213.3120
67108864,8388608,random,54,209.9100
67108864,8388608,random,55,214.7790
67108864,8388608,random,56,211.5710
67108864,8388608,random,57,210.6120
67108864,8388608,random,58,216.7120
67108864,8388608,random,59,212.9940
67108864,8388608,random,60,210.1920
67108864,8388608,random,61,210.5910
67108864,8388608,random,62,209.6280
67108864,8388608,random,63,208.6110
67108864,8388608,random,64,209.7090
67108864,8388608,random,65,207.3200
67108864,8388608,random,66,212.7980
67108864,8388608,random,67,209.1190
67108864,8388608,random,68,213.4450
67108864,8388608,random,69,209.2030
67108864,8388608,random,70,206.6480
67108864,8388608,random,71,209.6380
67108864,8388608,random,72,211.8320
67108864,8388608,random,73,215.5530
67108864,8388608,random,74,208.9450
67108864,8388608,random,75,209.2050
67108864,8388608,random,76,210.3480
67108864,8388608,random,77,210.0680
67108864,8388608,random,78,209.7960
67108864,8388608,random,79,208.5800
67108864,8388608,random,80,208.7740
67108864,8388608,random,81,211.6980
67108864,8388608,random,82,214.7850
67108864,8388608,random,83,211.7120
67108864,8388608,random,84,210.2920
67108864,8388608,random,85,210.9790
67108864,8388608,random,86,206.9720
67108864,8388608,random,87,212.4750
67108864,8388608,random,88,211.6690
67108864,8388608,random,89,209.9340
67108864,8388608,random,90,216.8420
67108864,8388608,random,91,208.4590
67108864,8388608,random,92,210.6040
67108864,8388608,random,93,211.3030
67108864,8388608,random,94,207.7970
67108864,8388608,random,95,212.1210
67108864,8388608,random,96,212.2110
67108864,8388608,random,97,212.1090
67108864,8388608,random,98,210.2570
67108864,8388608,random,99,209.5970
67108864,8388608,random,100,210.6420
67108864,8388608,random,101,211.7500
67108864,8388608,random,102,211.6110
67108864,8388608,random,103,215.3470
67108864,8388608,random,104,208.3330
67108864,8388608,random,105,209.7940
67108864,8388608,random,106,214.1500
67108864,8388608,random,107,211.8630
67108864,8388608,random,108,208.5320
67108864,8388608,random,109,210.0570
67108864,8388608,random,110,212.7220
67108864,8388608,random,111,204.3390
67108864,8388608,random,112,211.7320
67108864,8388608,random,113,210.5690
67108864,8388608,random,114,211.4510
67108864,8388608,random,115,211.7660
67108864,8388608,random,116,213.1160
67108864,8388608,random,117,209.1160
67108864,8388608,random,118,224.4120
67108864,8388608,random,119,212.9410
67108864,8388608,random,120,209.2750
67108864,8388608,random,121,207.4190
