# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
38968,4871,random,0,7.3550
38968,4871,random,1,7.1820
38968,4871,random,2,7.1400
38968,4871,random,3,7.3250
38968,4871,random,4,7.2220
38968,4871,random,5,7.1660
38968,4871,random,6,7.1940
38968,4871,random,7,7.0800
38968,4871,random,8,7.3130
38968,4871,random,9,7.2200
38968,4871,random,10,7.1560
38968,4871,random,11,7.1820
38968,4871,random,12,7.1540
38968,4871,random,13,7.2820
38968,4871,random,14,7.2380
38968,4871,random,15,7.0650
38968,4871,random,16,7.3030
38968,4871,random,17,7.2260
38968,4871,random,18,7.2260
38968,4871,random,19,7.1310
38968,4871,random,20,7.1390
38968,4871,random,21,7.1800
38968,4871,random,22,7.1600
38968,4871,random,23,7.2120
38968,4871,random,24,7.2470
38968,4871,random,25,7.1080
38968,4871,random,26,7.2330
38968,4871,random,27,7.1740
38968,4871,random,28,7.3090
38968,4871,random,29,7.1840
38968,4871,random,30,7.1330
38968,4871,random,31,7.1900
38968,4871,random,32,7.1950
38968,4871,random,33,7.2120
38968,4871,random,34,7.2240
38968,4871,random,35,7.1370
38968,4871,random,36,7.1500
38968,4871,random,37,7.2280
38968,4871,random,38,7.2640
38968,4871,random,39,7.1860
38968,4871,random,40,7.2290
38968,4871,random,41,7.0920
38968,4871,random,42,7.3230
38968,4871,random,43,7.2380
38968,4871,random,44,7.1350
38968,4871,random,45,7.2140
38968,4871,random,46,7.1510
38968,4871,random,47,7.2620
38968,4871,random,48,7.1720
38968,4871,random,49,7.1260
38968,4871,random,50,7.1860
38968,4871,random,51,7.1170
38968,4871,random,52,7.2790
38968,4871,random,53,7.2190
38968,4871,random,54,7.1300
38968,4871,random,55,7.3210
38968,4871,random,56,7.2320
38968,4871,random,57,7.2460
38968,4871,random,58,7.2040
38968,4871,random,59,7.1340
38968,4871,random,60,7.1820
38968,4871,random,61,7.2260
38968,4871,random,62,7.2420
38968,4871,random,63,7.2100
38968,4871,random,64,7.1160
38968,4871,random,65,7.1880
38968,4871,random,66,7.1780
38968,4871,random,67,7.2610
38968,4871,random,68,7.2580
38968,4871,random,69,7.1980
38968,4871,random,70,7.1500
38968,4871,random,71,7.2700
38968,4871,random,72,7.2560
38968,4871,random,73,7.1780
38968,4871,random,74,7.1640
38968,4871,random,75,7.1490
38968,4871,random,76,7.1920
38968,4871,random,77,7.1880
38968,4871,random,78,7.1500
38968,4871,random,79,7.1820
38968,4871,random,80,7.0550
38968,4871,random,81,7.3410
38968,4871,random,82,7.2630
38968,4871,random,83,7.2300
38968,4871,random,84,7.2730
38968,4871,random,85,7.1240
38968,4871,random,86,7.2590
38968,4871,random,87,7.1680
38968,4871,random,88,7.0830
38968,4871,random,89,7.2230
38968,4871,random,90,7.2410
38968,4871,random,91,7.2130
38968,4871,random,92,7.1800
38968,4871,random,93,7.1370
38968,4871,random,94,7.2640
38968,4871,random,95,7.1960
38968,4871,random,96,7.2130
38968,4871,random,97,7.1480
38968,4871,random,98,7.1880
38968,4871,random,99,7.1640
38968,4871,random,100,7.2410
38968,4871,random,101,7.2850
38968,4871,random,102,7.2180
38968,4871,random,103,7.0980
38968,4871,random,104,7.2060
38968,4871,random,105,7.1460
38968,4871,random,106,7.2490
38968,4871,random,107,7.2000
38968,4871,random,108,7.1760
38968,4871,random,109,7.1760
38968,4871,random,110,7.2910
38968,4871,random,111,7.2670
38968,4871,random,112,7.2510
38968,4871,random,113,7.2630
38968,4871,random,114,7.1400
38968,4871,random,115,7.2600
38968,4871,random,116,7.2020
38968,4871,random,117,7.1300
38968,4871,random,118,7.1280
38968,4871,random,119,7.1590
38968,4871,random,120,7.3090
38968,4871,random,121,7.2270
38968,4871,random,122,7.1340
38968,4871,random,123,7.2290
38968,4871,random,124,7.0900
38968,4871,random,125,7.2850
38968,4871,random,126,7.1640
38968,4871,random,127,7.1530
38968,4871,random,128,7.1860
38968,4871,random,129,7.2530
38968,4871,random,130,7.3290
38968,4871,random,131,7.2280
38968,4871,random,132,7.1200
38968,4871,random,133,7.2140
38968,4871,random,134,7.2640
38968,4871,random,135,7.1740
38968,4871,random,136,7.1340
38968,4871,random,137,7.1920
38968,4871,random,138,7.1240
38968,4871,random,139,7.2310
38968,4871,random,140,7.2890
38968,4871,random,141,7.2310
38968,4871,random,142,7.1020
38968,4871,random,143,7.2200
38968,4871,random,144,7.1900
38968,4871,random,145,7.2160
38968,4871,random,146,7.1980
38968,4871,random,147,7.0850
38968,4871,random,148,7.1430
38968,4871,random,149,7.2710
38968,4871,random,150,7.2710
38968,4871,random,151,7.1460
38968,4871,random,152,7.2290
38968,4871,random,153,7.1220
38968,4871,random,154,7.2710
38968,4871,random,155,7.2720
38968,4871,random,156,7.2000
38968,4871,random,157,7.2030
38968,4871,random,158,7.1220
38968,4871,random,159,7.3290
38968,4871,random,160,7.2740
38968,4871,random,161,7.0590
38968,4871,random,162,7.2180
38968,4871,random,163,7.1160
38968,4871,random,164,7.2330
38968,4871,random,165,7.1520
38968,4871,random,166,7.1570
38968,4871,random,167,7.2060
38968,4871,random,168,7.2100
38968,4871,random,169,7.2950
38968,4871,random,170,7.2140
38968,4871,random,171,7.1740
38968,4871,random,172,7.2360
38968,4871,random,173,7.2160
38968,4871,random,174,7.2310
38968,4871,random,175,7.1280
38968,4871,random,176,7.1640
38968,4871,random,177,7.1660
38968,4871,random,178,7.2210
38968,4871,random,179,7.2710
38968,4871,random,180,7.2750
38968,4871,random,181,7.1180
38968,4871,random,182,7.2130
38968,4871,random,183,7.2040
38968,4871,random,184,7.2810
38968,4871,random,185,7.1600
38968,4871,random,186,7.1660
38968,4871,random,187,7.1310
38968,4871,random,188,7.2870
38968,4871,random,189,7.3230
38968,4871,random,190,7.1370
38968,4871,random,191,7.1520
38968,4871,random,192,7.1060
38968,4871,random,193,7.2710
38968,4871,random,194,7.2020
38968,4871,random,195,7.1920
38968,4871,random,196,7.1800
38968,4871,random,197,7.1360
38968,4871,random,198,7.3920
38968,4871,random,199,7.2330
38968,4871,random,200,7.1620
38968,4871,random,201,7.2040
38968,4871,random,202,7.1660
38968,4871,random,203,7.2320
38968,4871,random,204,7.1420
38968,4871,random,205,7.1490
38968,4871,random,206,7.1920
38968,4871,random,207,7.2310
38968,4871,random,208,7.2210
38968,4871,random,209,7.2080
38968,4871,random,210,7.1250
38968,4871,random,211,7.2630
38968,4871,random,212,7.2060
38968,4871,random,213,7.2620
38968,4871,random,214,7.1050
38968,4871,random,215,7.1700
38968,4871,random,216,7.1680
38968,4871,random,217,7.1940
38968,4871,random,218,7.2650
38968,4871,random,219,7.2030
38968,4871,random,220,7.1240
38968,4871,random,221,7.1920
38968,4871,random,222,7.2220
38968,4871,random,223,7.2370
38968,4871,random,224,7.1820
38968,4871,random,225,7.1760
38968,4871,random,226,7.1580
38968,4871,random,227,7.2300
38968,4871,random,228,7.3040
38968,4871,random,229,7.1540
38968,4871,random,230,7.2450
38968,4871,random,231,7.0810
38968,4871,random,232,7.3270
38968,4871,random,233,7.1760
38968,4871,random,234,7.1220
38968,4871,random,235,7.1960
38968,4871,random,236,7.1390
38968,4871,random,237,7.2770
38968,4871,random,238,7.2330
38968,4871,random,239,7.1800
38968,4871,random,240,7.2450
38968,4871,random,241,7.1870
38968,4871,random,242,7.3010
38968,4871,random,243,7.1500
38968,4871,random,244,7.1620
38968,4871,random,245,7.2340
38968,4871,random,246,7.2360
38968,4871,random,247,7.2320
38968,4871,random,248,7.1820
38968,4871,random,249,7.1140
38968,4871,random,250,7.2510
38968,4871,random,251,7.1960
38968,4871,random,252,7.2620
38968,4871,random,253,7.2080
38968,4871,random,254,7.1560
38968,4871,random,255,7.1500
38968,4871,random,256,7.2650
38968,4871,random,257,7.2550
38968,4871,random,258,7.1820
38968,4871,random,259,7.1360
38968,4871,random,260,7.1940
38968,4871,random,261,7.2280
38968,4871,random,262,7.2580
38968,4871,random,263,7.1430
38968,4871,random,264,7.1600
38968,4871,random,265,7.1420
38968,4871,random,266,7.2810
38968,4871,random,267,7.2800
38968,4871,random,268,7.1840
38968,4871,random,269,7.1870
38968,4871,random,270,7.0710
38968,4871,random,271,7.3510
38968,4871,random,272,7.2010
38968,4871,random,273,7.1500
38968,4871,random,274,7.1920
38968,4871,random,275,7.1540
38968,4871,random,276,7.2670
38968,4871,random,277,7.2490
38968,4871,random,278,7.1360
38968,4871,random,279,7.2420
38968,4871,random,280,7.2110
38968,4871,random,281,7.2250
38968,4871,random,282,7.1360
38968,4871,random,283,7.1980
38968,4871,random,284,7.2080
38968,4871,random,285,7.2320
38968,4871,random,286,7.2470
38968,4871,random,287,22.9070
38968,4871,random,288,7.6400
38968,4871,random,289,7.2850
38968,4871,random,290,7.2750
38968,4871,random,291,7.3020
38968,4871,random,292,7.2770
38968,4871,random,293,7.2140
38968,4871,random,294,73.4500
38968,4871,random,295,7.4220
38968,4871,random,296,7.3690
38968,4871,random,297,7.4380
38968,4871,random,298,7.3600
38968,4871,random,299,7.3190
38968,4871,random,300,7.3070
38968,4871,random,301,7.4720
38968,4871,random,302,7.3510
38968,4871,random,303,57.0040
38968,4871,random,304,7.1090
38968,4871,random,305,7.2520
38968,4871,random,306,7.2870
38968,4871,random,307,7.1540
38968,4871,random,308,7.2590
38968,4871,random,309,7.1180
38968,4871,random,310,7.2430
38968,4871,random,311,7.2170
38968,4871,random,312,7.1340
38968,4871,random,313,7.2070
38968,4871,random,314,7.1260
38968,4871,random,315,7.2510
38968,4871,random,316,7.2060
38968,4871,random,317,7.0870
38968,4871,random,318,7.3110
38968,4871,random,319,7.1940
38968,4871,random,320,7.2320
38968,4871,random,321,7.2260
38968,4871,random,322,7.2010
38968,4871,random,323,7.1280
38968,4871,random,324,7.2370
38968,4871,random,325,7.2410
38968,4871,random,326,7.1560
38968,4871,random,327,7.1620
38968,4871,random,328,7.2260
38968,4871,random,329,7.2120
38968,4871,random,330,7.2490
38968,4871,random,331,7.2150
38968,4871,random,332,7.1560
38968,4871,random,333,7.1800
38968,4871,random,334,7.2620
38968,4871,random,335,7.2080
38968,4871,random,336,7.2200
38968,4871,random,337,7.1380
38968,4871,random,338,7.1410
38968,4871,random,339,7.1920
38968,4871,random,340,7.2550
38968,4871,random,341,7.2110
38968,4871,random,342,7.1640
38968,4871,random,343,7.0550
38968,4871,random,344,7.3410
38968,4871,random,345,7.2580
38968,4871,random,346,7.2540
38968,4871,random,347,7.2590
38968,4871,random,348,7.1160
38968,4871,random,349,7.2420
38968,4871,random,350,7.2200
38968,4871,random,351,7.1050
38968,4871,random,352,7.1680
38968,4871,random,353,7.1340
38968,4871,random,354,7.1620
38968,4871,random,355,7.1840
38968,4871,random,356,7.1020
38968,4871,random,357,7.3030
38968,4871,random,358,7.2180
38968,4871,random,359,7.2250
38968,4871,random,360,7.2220
38968,4871,random,361,7.1560
38968,4871,random,362,7.1820
38968,4871,random,363,7.2360
38968,4871,random,364,7.1860
38968,4871,random,365,7.1980
38968,4871,random,366,7.1410
38968,4871,random,367,7.1760
38968,4871,random,368,7.1880
38968,4871,random,369,7.2950
38968,4871,random,370,7.2310
38968,4871,random,371,7.1280
38968,4871,random,372,7.2130
38968,4871,random,373,7.2790
38968,4871,random,374,7.2490
38968,4871,random,375,7.2170
38968,4871,random,376,7.1620
38968,4871,random,377,7.0900
38968,4871,random,378,7.1880
38968,4871,random,379,7.2850
38968,4871,random,380,7.1880
38968,4871,random,381,7.2200
38968,4871,random,382,7.0230
38968,4871,random,383,7.3090
38968,4871,random,384,7.1700
38968,4871,random,385,7.1490
38968,4871,random,386,7.2810
38968,4871,random,387,7.1400
38968,4871,random,388,7.2410
38968,4871,random,389,7.2810
38968,4871,random,390,7.1160
38968,4871,random,391,7.2760
38968,4871,random,392,7.1700
38968,4871,random,393,7.1800
38968,4871,random,394,7.1920
38968,4871,random,395,7.1300
38968,4871,random,396,7.2370
38968,4871,random,397,7.2370
38968,4871,random,398,7.1960
38968,4871,random,399,7.2280
38968,4871,random,400,7.1270
38968,4871,random,401,7.1780
38968,4871,random,402,7.2210
38968,4871,random,403,7.2530
38968,4871,random,404,7.2240
38968,4871,random,405,7.1820
38968,4871,random,406,7.1900
38968,4871,random,407,7.2440
38968,4871,random,408,7.1860
38968,4871,random,409,7.2070
38968,4871,random,410,7.0930
38968,4871,random,411,7.1920
38968,4871,random,412,7.2840
38968,4871,random,413,7.2360
38968,4871,random,414,7.1800
38968,4871,random,415,7.1560
38968,4871,random,416,7.1210
38968,4871,random,417,7.3020
38968,4871,random,418,7.2690
38968,4871,random,419,7.2160
38968,4871,random,420,7.1780
38968,4871,random,421,7.0740
38968,4871,random,422,7.3310
38968,4871,random,423,7.1900
38968,4871,random,424,7.1160
38968,4871,random,425,7.2100
38968,4871,random,426,7.1520
38968,4871,random,427,7.2020
38968,4871,random,428,7.2220
38968,4871,random,429,8.6780
38968,4871,random,430,7.5330
38968,4871,random,431,7.2950
38968,4871,random,432,7.3090
38968,4871,random,433,7.1820
38968,4871,random,434,7.1090
38968,4871,random,435,7.2460
38968,4871,random,436,7.2600
38968,4871,random,437,7.2260
38968,4871,random,438,7.1800
38968,4871,random,439,7.2160
38968,4871,random,440,7.1540
38968,4871,random,441,7.2450
38968,4871,random,442,7.2610
38968,4871,random,443,7.2240
38968,4871,random,444,7.1400
38968,4871,random,445,7.2750
38968,4871,random,446,7.2310
38968,4871,random,447,7.2810
38968,4871,random,448,7.2200
38968,4871,random,449,7.1480
38968,4871,random,450,7.2220
38968,4871,random,451,7.1940
38968,4871,random,452,7.2580
38968,4871,random,453,7.1880
38968,4871,random,454,7.2200
38968,4871,random,455,7.1560
38968,4871,random,456,7.2960
38968,4871,random,457,7.2690
38968,4871,random,458,7.2040
38968,4871,random,459,7.2520
38968,4871,random,460,7.1760
38968,4871,random,461,7.2670
38968,4871,random,462,7.2710
38968,4871,random,463,7.1450
38968,4871,random,464,7.2200
38968,4871,random,465,7.2160
38968,4871,random,466,7.2630
38968,4871,random,467,7.1700
38968,4871,random,468,7.1400
38968,4871,random,469,7.2790
38968,4871,random,470,7.2150
38968,4871,random,471,7.2340
38968,4871,random,472,7.2480
38968,4871,random,473,7.1760
38968,4871,random,474,7.2610
38968,4871,random,475,7.2260
38968,4871,random,476,7.2710
38968,4871,random,477,7.1630
38968,4871,random,478,7.2240
38968,4871,random,479,7.2040
38968,4871,random,480,7.2190
38968,4871,random,481,7.2290
38968,4871,random,482,7.2040
38968,4871,random,483,7.1470
38968,4871,random,484,7.2260
38968,4871,random,485,7.2280
38968,4871,random,486,7.2950
38968,4871,random,487,7.2020
38968,4871,random,488,7.2000
38968,4871,random,489,7.1880
38968,4871,random,490,7.1980
38968,4871,random,491,7.2630
38968,4871,random,492,7.2000
38968,4871,random,493,7.1160
38968,4871,random,494,7.2210
38968,4871,random,495,7.3350
38968,4871,random,496,7.2260
38968,4871,random,497,7.1900
38968,4871,random,498,7.2080
38968,4871,random,499,7.1090
38968,4871,random,500,7.2600
38968,4871,random,501,7.2280
38968,4871,random,502,7.1720
38968,4871,random,503,7.2930
38968,4871,random,504,7.2240
38968,4871,random,505,7.1960
38968,4871,random,506,7.1620
38968,4871,random,507,7.1120
38968,4871,random,508,7.2830
38968,4871,random,509,7.1530
38968,4871,random,510,7.2360
38968,4871,random,511,7.1900
38968,4871,random,512,7.1360
38968,4871,random,513,7.2150
38968,4871,random,514,7.2180
38968,4871,random,515,7.3330
38968,4871,random,516,7.1840
38968,4871,random,517,7.1700
38968,4871,random,518,7.1860
38968,4871,random,519,7.2280
38968,4871,random,520,7.2320
38968,4871,random,521,7.2000
38968,4871,random,522,7.1550
38968,4871,random,523,7.2240
38968,4871,random,524,7.2260
38968,4871,random,525,7.3020
38968,4871,random,526,7.2400
38968,4871,random,527,7.2460
38968,4871,random,528,7.1820
38968,4871,random,529,7.2050
38968,4871,random,530,7.2180
38968,4871,random,531,7.2040
38968,4871,random,532,7.1960
38968,4871,random,533,7.1400
38968,4871,random,534,7.2950
38968,4871,random,535,7.2100
38968,4871,random,536,7.2030
38968,4871,random,537,7.2080
38968,4871,random,538,7.1470
38968,4871,random,539,7.2630
38968,4871,random,540,7.2080
38968,4871,random,541,7.1620
38968,4871,random,542,7.2930
38968,4871,random,543,7.2430
38968,4871,random,544,7.2330
38968,4871,random,545,7.1740
38968,4871,random,546,7.1540
38968,4871,random,547,7.2730
38968,4871,random,548,7.1980
38968,4871,random,549,7.1720
38968,4871,random,550,7.2000
38968,4871,random,551,7.1860
38968,4871,random,552,7.2790
38968,4871,random,553,7.2520
38968,4871,random,554,7.2520
38968,4871,random,555,7.2020
38968,4871,random,556,7.1600
38968,4871,random,557,7.2000
38968,4871,random,558,7.1840
38968,4871,random,559,7.2020
38968,4871,random,560,7.2800
38968,4871,random,561,7.1290
38968,4871,random,562,7.1920
38968,4871,random,563,7.2650
38968,4871,random,564,7.2540
38968,4871,random,565,7.2040
38968,4871,random,566,7.1680
38968,4871,random,567,7.1900
38968,4871,random,568,7.2790
38968,4871,random,569,7.1820
38968,4871,random,570,7.2280
38968,4871,random,571,7.1290
38968,4871,random,572,7.1900
38968,4871,random,573,7.3470
38968,4871,random,574,7.2230
38968,4871,random,575,7.1860
38968,4871,random,576,7.2360
38968,4871,random,577,7.1090
38968,4871,random,578,7.1880
38968,4871,random,579,7.2020
38968,4871,random,580,7.1860
38968,4871,random,581,7.2690
38968,4871,random,582,7.2850
38968,4871,random,583,7.2640
38968,4871,random,584,7.1640
38968,4871,random,585,7.1780
38968,4871,random,586,7.2220
38968,4871,random,587,7.1980
38968,4871,random,588,7.2240
38968,4871,random,589,7.1820
38968,4871,random,590,7.1550
38968,4871,random,591,7.1860
38968,4871,random,592,7.2020
38968,4871,random,593,7.2500
38968,4871,random,594,7.1500
38968,4871,random,595,7.1800
38968,4871,random,596,7.2180
38968,4871,random,597,7.2400
38968,4871,random,598,7.1820
38968,4871,random,599,7.2790
38968,4871,random,600,7.1740
38968,4871,random,601,7.1920
38968,4871,random,602,7.2370
38968,4871,random,603,7.2330
38968,4871,random,604,7.2000
38968,4871,random,605,7.1940
38968,4871,random,606,7.1920
38968,4871,random,607,7.1900
38968,4871,random,608,7.1990
38968,4871,random,609,7.1640
38968,4871,random,610,7.1850
38968,4871,random,611,7.1600
38968,4871,random,612,7.3030
38968,4871,random,613,7.2480
38968,4871,random,614,7.1250
38968,4871,random,615,7.2400
38968,4871,random,616,7.1900
38968,4871,random,617,7.1740
38968,4871,random,618,7.1370
38968,4871,random,619,7.1240
38968,4871,random,620,7.2810
38968,4871,random,621,7.2190
38968,4871,random,622,7.1460
38968,4871,random,623,7.1720
38968,4871,random,624,7.1920
38968,4871,random,625,7.2550
38968,4871,random,626,7.3340
38968,4871,random,627,7.1720
38968,4871,random,628,7.1880
38968,4871,random,629,7.1980
38968,4871,random,630,7.2000
38968,4871,random,631,7.1500
38968,4871,random,632,7.2280
38968,4871,random,633,7.1380
38968,4871,random,634,7.1130
38968,4871,random,635,7.2340
38968,4871,random,636,7.1880
