# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
2719664,339958,random,0,37.6210
2719664,339958,random,1,37.9420
2719664,339958,random,2,37.6450
2719664,339958,random,3,37.7230
2719664,339958,random,4,37.9190
2719664,339958,random,5,37.6200
2719664,339958,random,6,37.8180
2719664,339958,random,7,38.0680
2719664,339958,random,8,37.8990
2719664,339958,random,9,37.4480
2719664,339958,random,10,37.6390
2719664,339958,random,11,37.7480
2719664,339958,random,12,38.1430
2719664,339958,random,13,38.1370
2719664,339958,random,14,37.6990
2719664,339958,random,15,37.9690
2719664,339958,random,16,37.6470
2719664,339958,random,17,44.7570
2719664,339958,random,18,37.6490
2719664,339958,random,19,37.8080
2719664,339958,random,20,37.9330
2719664,339958,random,21,37.9010
2719664,339958,random,22,38.0200
2719664,339958,random,23,38.0680
2719664,339958,random,24,37.4070
2719664,339958,random,25,37.4410
2719664,339958,random,26,38.4370
2719664,339958,random,27,37.4500
2719664,339958,random,28,37.5350
2719664,339958,random,29,37.5180
2719664,339958,random,30,37.4610
2719664,339958,random,31,38.2840
2719664,339958,random,32,37.5180
2719664,339958,random,33,37.2160
2719664,339958,random,34,37.7460
2719664,339958,random,35,37.2780
2719664,339958,random,36,37.8750
2719664,339958,random,37,37.9650
2719664,339958,random,38,37.6100
2719664,339958,random,39,37.7030
2719664,339958,random,40,37.0910
2719664,339958,random,41,37.7990
2719664,339958,random,42,37.8810
2719664,339958,random,43,37.3410
2719664,339958,random,44,37.6390
2719664,339958,random,45,37.9440
2719664,339958,random,46,37.9110
2719664,339958,random,47,37.4850
2719664,339958,random,48,37.5950
2719664,339958,random,49,37.8390
2719664,339958,random,50,37.3190
2719664,339958,random,51,37.5750
2719664,339958,random,52,37.5470
2719664,339958,random,53,38.0640
2719664,339958,random,54,37.7440
2719664,339958,random,55,37.3550
2719664,339958,random,56,37.9390
2719664,339958,random,57,37.4720
2719664,339958,random,58,38.0900
2719664,339958,random,59,37.7440
2719664,339958,random,60,38.0980
2719664,339958,random,61,38.4030
2719664,339958,random,62,38.1310
2719664,339958,random,63,37.9940
2719664,339958,random,64,37.6920
2719664,339958,random,65,37.5970
2719664,339958,random,66,37.8140
2719664,339958,random,67,37.6070
2719664,339958,random,68,37.5900
2719664,339958,random,69,38.0320
2719664,339958,random,70,37.6920
2719664,339958,random,71,37.9230
2719664,339958,random,72,37.5540
2719664,339958,random,73,37.8120
2719664,339958,random,74,37.6390
2719664,339958,random,75,38.2150
2719664,339958,random,76,37.8060
2719664,339958,random,77,37.7330
2719664,339958,random,78,37.7600
2719664,339958,random,79,37.9640
2719664,339958,random,80,37.8630
2719664,339958,random,81,37.7080
2719664,339958,random,82,37.9810
2719664,339958,random,83,37.6650
2719664,339958,random,84,37.4900
2719664,339958,random,85,37.8440
2719664,339958,random,86,37.7800
2719664,339958,random,87,37.6620
2719664,339958,random,88,37.6070
2719664,339958,random,89,37.9860
2719664,339958,random,90,38.0730
2719664,339958,random,91,37.5280
2719664,339958,random,92,37.9690
2719664,339958,random,93,38.0760
2719664,339958,random,94,37.7410
2719664,339958,random,95,37.9330
2719664,339958,random,96,38.1610
2719664,339958,random,97,37.7400
2719664,339958,random,98,37.9720
2719664,339958,random,99,37.8490
2719664,339958,random,100,37.5380
2719664,339958,random,101,44.6260
2719664,339958,random,102,37.8670
2719664,339958,random,103,37.8820
2719664,339958,random,104,37.7940
2719664,339958,random,105,37.6530
2719664,339958,random,106,37.7940
2719664,339958,random,107,37.4880
2719664,339958,random,108,38.0630
