# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
1024,128,random,0,11.4480
1024,128,random,1,11.6880
1024,128,random,2,11.7840
1024,128,random,3,12.0000
1024,128,random,4,11.9280
1024,128,random,5,12.0240
1024,128,random,6,12.1680
1024,128,random,7,11.4240
1024,128,random,8,12.1680
1024,128,random,9,12.0000
1024,128,random,10,12.0240
1024,128,random,11,11.4000
1024,128,random,12,12.4080
1024,128,random,13,12.2160
1024,128,random,14,12.0960
1024,128,random,15,12.1200
1024,128,random,16,11.8800
1024,128,random,17,11.6880
1024,128,random,18,11.8080
1024,128,random,19,11.9760
1024,128,random,20,11.8800
1024,128,random,21,12.0240
1024,128,random,22,12.1680
1024,128,random,23,11.4240
1024,128,random,24,12.1680
1024,128,random,25,12.0000
1024,128,random,26,12.0240
1024,128,random,27,11.4000
1024,128,random,28,12.3840
1024,128,random,29,12.2160
1024,128,random,30,12.0960
1024,128,random,31,12.1200
1024,128,random,32,11.8800
1024,128,random,33,11.6880
1024,128,random,34,11.8080
1024,128,random,35,12.0000
1024,128,random,36,8.8080
1024,128,random,37,6.0000
1024,128,random,38,6.0960
1024,128,random,39,5.7120
1024,128,random,40,6.5040
1024,128,random,41,7.5600
1024,128,random,42,7.5840
1024,128,random,43,7.1760
1024,128,random,44,7.1520
1024,128,random,45,6.1440
1024,128,random,46,6.0960
1024,128,random,47,7.4400
1024,128,random,48,7.4160
1024,128,random,49,7.3200
1024,128,random,50,7.3680
1024,128,random,51,6.0000
1024,128,random,52,5.9520
1024,128,random,53,6.0240
1024,128,random,54,6.0960
1024,128,random,55,5.7120
1024,128,random,56,6.0720
1024,128,random,57,6.0000
1024,128,random,58,6.0240
1024,128,random,59,5.7120
1024,128,random,60,6.2160
1024,128,random,61,6.0960
1024,128,random,62,6.0480
1024,128,random,63,6.0720
1024,128,random,64,5.9520
