# experiment=capacity samples_requested=1000000 samples_achieved=1000000 batch_size=1000 num_batches=1000 warmup_passes=3 seed=12345 node_bytes=8 pattern=random
size_bytes,num_nodes,pattern,batch_index,avg_ticks_per_access
536870912,67108864,random,0,271.0320
536870912,67108864,random,1,278.5440
536870912,67108864,random,2,272.4720
536870912,67108864,random,3,271.7760
536870912,67108864,random,4,273.0000
536870912,67108864,random,5,272.7120
536870912,67108864,random,6,278.2800
536870912,67108864,random,7,270.0960
536870912,67108864,random,8,272.8080
536870912,67108864,random,9,271.6320
536870912,67108864,random,10,274.4400
536870912,67108864,random,11,270.7680
536870912,67108864,random,12,274.2000
536870912,67108864,random,13,275.5440
536870912,67108864,random,14,280.3440
536870912,67108864,random,15,278.9520
536870912,67108864,random,16,270.1440
536870912,67108864,random,17,273.9360
536870912,67108864,random,18,276.5040
536870912,67108864,random,19,277.8960
536870912,67108864,random,20,272.5920
536870912,67108864,random,21,269.6400
536870912,67108864,random,22,277.8720
536870912,67108864,random,23,272.3520
536870912,67108864,random,24,272.5920
536870912,67108864,random,25,273.1680
536870912,67108864,random,26,272.1840
536870912,67108864,random,27,276.9600
536870912,67108864,random,28,274.7760
536870912,67108864,random,29,270.0480
536870912,67108864,random,30,271.6320
536870912,67108864,random,31,274.6560
536870912,67108864,random,32,272.2560
536870912,67108864,random,33,273.8640
536870912,67108864,random,34,271.7280
536870912,67108864,random,35,272.0160
536870912,67108864,random,36,279.2880
536870912,67108864,random,37,271.8000
536870912,67108864,random,38,272.9520
536870912,67108864,random,39,273.5040
536870912,67108864,random,40,276.7680
536870912,67108864,random,41,275.9280
536870912,67108864,random,42,273.5760
536870912,67108864,random,43,272.4000
536870912,67108864,random,44,272.9280
536870912,67108864,random,45,275.4000
536870912,67108864,random,46,272.0160
536870912,67108864,random,47,276.4800
536870912,67108864,random,48,270.5760
536870912,67108864,random,49,282.1920
536870912,67108864,random,50,273.6720
536870912,67108864,random,51,273.1680
536870912,67108864,random,52,271.7040
536870912,67108864,random,53,278.0160
536870912,67108864,random,54,274.6560
536870912,67108864,random,55,270.7920
536870912,67108864,random,56,272.1840
536870912,67108864,random,57,272.9520
536870912,67108864,random,58,270.6720
536870912,67108864,random,59,273.0720
536870912,67108864,random,60,273.5040
536870912,67108864,random,61,273.7680
536870912,67108864,random,62,275.3520
536870912,67108864,random,63,276.3840
536870912,67108864,random,64,271.9200
536870912,67108864,random,65,268.6800
536870912,67108864,random,66,276.0240
536870912,67108864,random,67,273.1200
536870912,67108864,random,68,272.3520
536870912,67108864,random,69,272.0880
536870912,67108864,random,70,270.6720
536870912,67108864,random,71,274.9440
536870912,67108864,random,72,274.8240
536870912,67108864,random,73,272.5200
536870912,67108864,random,74,275.4240
536870912,67108864,random,75,281.5680
536870912,67108864,random,76,276.6000
536870912,67108864,random,77,271.6560
536870912,67108864,random,78,276.0720
536870912,67108864,random,79,277.1520
536870912,67108864,random,80,272.3520
536870912,67108864,random,81,275.4240
536870912,67108864,random,82,269.1840
536870912,67108864,random,83,273.0960
536870912,67108864,random,84,281.5200
